"response","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
2,266,-37,0.28,0.07,0.6,-1.4,-13,-1,-0.001,0.5,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.9,0.032
1,213,-27,0.27,0,0.61,-0.8,-13,6,-0.003,0.9,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.031
2,200,0,-0.29,0.1,0.65,-0.6,-13,-3,-0.009,-0.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
4,136,10,-0.23,0.1,0.7,-1.8,-14,-2,0.009,-0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03
2,-71,15,0.28,0.17,0.94,-1.7,-14,-9,0.011,-0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
3,-192,-22,0.07,-0.03,0.96,0.4,-12,8,-0.007,-0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027
2,89,-25,-0.03,-0.03,0.66,0.4,-12,8,0,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.026
5,208,-12,-0.12,0.07,0.57,0.1,-12,-2,-0.004,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
4,197,-4,-0.07,0.05,0.56,-0.3,-12,2,0.01,0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027
2,-111,7,0.25,0.14,0.91,0.6,-11,-9,0.002,-0.1,0.027,0.027,0.027,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029
3,-101,-6,0.04,0,0.82,1.4,-11,5,-0.009,-0.2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
5,-74,-11,-0.24,0.08,0.82,0.6,-11,-3,-0.003,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
2,181,-9,0.33,0.02,0.52,0.5,-12,4,0.007,-0.2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
2,36,3,0.13,0.18,0.73,1.5,-10,-14,-0.016,0.2,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
6,-372,-14,-0.61,0.09,1.09,0.6,-11,-5,-0.015,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.023,0.023,0.026,0,0,0,0,0,0,0,0,0,-0.003,0,-0.003,0,0.7,0.026
7,-178,-21,-0.74,-0.07,0.79,-0.5,-12,20,-0.009,-1.8,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.022,0.022,0.022,0.022,0.021,0.001,0,0,0,0,0.001,0,-0.001,0,-0.001,0,0.001,0,0.6,0.021
4,263,-13,0.3,0.04,0.42,-1.9,-14,4,0.024,0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
1,308,-4,0.64,0.2,0.4,-1,-13,-3,0.008,-2.1,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
3,157,4,0.52,0.15,0.56,0.4,-12,-6,-0.024,-0.7,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
4,-26,6,-0.07,0.12,0.75,0.7,-11,-11,-0.021,0.4,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.7,0.026
5,-121,4,-0.15,0.11,0.82,0.6,-11,-7,-0.002,-0.2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.7,0.025
8,-248,-7,0.04,0.09,0.93,0.3,-12,-5,0.008,-0.2,0.023,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
2,-283,-16,0.24,-0.14,0.9,0.5,-11,9,0.017,2.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
1,-81,-22,0.33,0.1,0.75,1.3,-11,1,-0.025,-1.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.7,0.023
3,-7,-24,-0.18,0.12,0.68,1.5,-10,-3,-0.032,-1.8,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
7,-91,-26,-0.62,0.1,0.76,0,-12,-3,0.001,-0.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
5,285,-26,0.14,-0.06,0.32,-1.7,-14,14,0.022,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.021,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.6,0.021
4,335,-14,0.49,0.1,0.34,-0.9,-13,-2,0.008,-0.7,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023
3,275,-1,0.57,0.09,0.4,0.5,-11,-6,-0.004,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
2,221,5,0.52,0.1,0.45,1.2,-11,-6,-0.006,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
3,-104,10,-0.09,0.12,0.77,2.2,-10,-10,-0.016,-0.1,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
6,-241,4,-0.31,-0.11,0.85,1.8,-10,1,-0.009,3.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
2,246,14,0.15,0.13,0.42,0.4,-12,-6,0.009,-0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023
5,-41,21,0.13,0.19,0.74,1,-11,-20,-0.014,0.8,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
4,-458,9,-0.05,-0.11,1.06,0.9,-11,-8,0.003,3.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.021
5,-126,-25,-0.13,-0.03,0.7,0.5,-11,7,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
4,229,-21,0.01,0.1,0.38,0.1,-12,5,0.002,-1.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
6,-611,-27,-0.15,0.18,1.23,-0.5,-12,-14,-0.001,0,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,-0.001,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.7,0.024
7,-711,-41,-0.15,0.13,1.29,-0.7,-13,-5,0.001,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.023,0,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.001,0,0.6,0.023
5,-584,-66,0.16,-0.16,1.09,-0.8,-13,12,0.018,2.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.6,0.019
6,-553,-68,0.2,-0.15,1.05,-0.7,-13,16,0.018,1.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.5,0.019
4,-438,-73,0.31,-0.27,0.9,-0.6,-12,23,0.018,2.2,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,-0.002,0,0.001,0,0,0,0,0,0,0,0.5,0.017
2,55,-78,0.43,-0.18,0.43,0.3,-12,28,-0.006,-0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
5,149,-47,-0.37,0.16,0.5,0.7,-11,-13,-0.015,0,0.02,0.02,0.02,0.021,0.021,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,-0.002,0,-0.003,0,0,0,0,0,0,0,0,0,0.6,0.023
7,72,-45,-0.54,-0.04,0.47,-0.2,-12,13,0.003,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.019
3,502,-20,0.39,0.33,0.13,-1,-13,5,0.013,-4.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
4,-4,-6,0.37,0.23,0.66,0.6,-11,-19,-0.012,-0.2,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
5,-473,-25,0.04,0.04,1,1.3,-11,4,-0.007,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
4,-467,-33,-0.04,0.03,1.01,1.3,-11,-1,-0.007,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.6,0.02
3,-58,-53,-0.27,-0.06,0.58,0.8,-11,11,-0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
6,-35,-53,-0.28,-0.06,0.56,0.7,-11,11,-0.006,0,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
4,314,-44,-0.1,-0.04,0.25,-0.3,-12,9,0.012,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0.5,0.019
3,-114,-32,0.03,0.17,0.75,-0.3,-12,-20,-0.004,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.023,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.7,0.023
4,-149,-36,-0.03,0.09,0.72,-0.2,-12,-4,-0.01,-0.4,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
7,-1,-42,-0.17,-0.1,0.47,-0.5,-12,27,-0.002,-1.5,0.018,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
3,396,-21,0.21,0.06,0.22,-0.7,-13,-6,0.013,1.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
2,148,-3,0.19,0.15,0.47,0.5,-12,-11,-0.011,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
6,-133,-3,-0.16,0.16,0.73,0.6,-11,-13,-0.017,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
2,-55,-28,0.13,0.01,0.59,-0.7,-13,6,0.009,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019
6,-127,-30,-0.19,0.11,0.7,-0.3,-12,-7,-0.014,0.1,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.021
7,-188,-34,-0.37,0.04,0.72,-0.7,-13,2,-0.007,0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,-0.002,0,-0.001,0,-0.002,0,0.6,0.02
3,65,-37,0.13,0.02,0.47,-1.2,-13,7,0.016,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019
4,111,-31,0.24,0.09,0.47,-0.4,-12,-5,-0.008,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
6,30,-29,0.13,-0.13,0.5,0,-12,2,-0.004,3.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,287,-21,0.17,-0.04,0.25,0.4,-12,9,0.006,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,343,-3,0.02,0.09,0.27,0.9,-11,-10,-0.019,1.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
6,99,7,-0.43,0.33,0.57,0.5,-12,-27,-0.026,-2.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023
8,-231,5,-0.74,0.28,0.85,-0.5,-12,-23,-0.02,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,-0.001,0,-0.003,0,-0.002,0,-0.001,0,0.6,0.023
9,-375,-1,-0.71,0,0.88,-1.2,-13,1,0.015,3.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0.6,0.02
9,-39,-11,-0.02,-0.08,0.52,-2.2,-14,16,0.04,-0.6,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017
5,65,-11,0.22,-0.1,0.42,-2.1,-14,18,0.038,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017
2,76,-2,0.72,0.15,0.52,-0.2,-12,-11,-0.003,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
4,-50,-2,0.68,0.15,0.64,0.7,-11,-12,-0.005,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.6,0.021
2,-211,-4,0.51,0.26,0.83,1.3,-11,-25,-0.021,-1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,-0.002,0,-0.005,0,0,0,0,0,0.6,0.023
2,-344,-7,0.41,-0.11,0.91,1.6,-10,-19,-0.014,2.9,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0.001,0,0,0,0,0,0,0,-0.002,0,0.6,0.018
5,-238,-12,0.27,0.11,0.72,1.9,-10,14,-0.018,-3.5,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.5,0.019
6,75,24,-0.22,0.1,0.5,-0.5,-12,-6,0.006,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
3,-54,24,0.18,0.09,0.61,-0.7,-13,-3,0.011,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
2,-78,23,0.28,0.09,0.63,-0.5,-12,-4,0.009,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
9,-177,7,-0.6,0.04,0.7,-0.9,-13,2,-0.017,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019
7,378,7,0.12,-0.12,0.12,-3,-15,22,0.037,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0.5,0.016
5,430,28,0.74,0.16,0.19,-1.7,-14,-9,0.012,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
4,316,37,0.86,0.14,0.29,-0.6,-12,-10,0.007,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
2,260,40,0.85,0.18,0.35,0,-12,-12,-0.005,-0.7,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
3,-264,40,0.14,-0.02,0.79,2.2,-10,-4,-0.023,2.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
5,-286,28,-0.33,0.02,0.78,1.9,-10,5,-0.016,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019
6,67,16,-0.29,-0.02,0.45,-0.5,-12,8,0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
4,169,23,0.02,0.08,0.4,-1,-13,-3,0.012,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
5,134,28,-0.04,0.04,0.42,-0.2,-12,-2,-0.004,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
3,304,-7,0.11,-0.07,0.22,0.5,-12,12,-0.001,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017
6,232,15,-0.13,0.13,0.36,0.6,-11,-9,-0.01,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
4,-18,22,-0.06,0.1,0.58,-0.2,-12,-5,0.007,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
5,36,19,-0.02,0.1,0.52,-0.1,-12,-2,-0.004,-1.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
2,-285,6,0.12,0.1,0.82,-0.1,-12,-6,0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
6,-332,-30,-0.4,0,0.81,-0.5,-12,10,-0.01,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
7,-241,-35,-0.48,-0.03,0.72,-1,-13,10,-0.008,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0,0,0,-0.001,0,-0.001,0,0.002,0,0,0,0,0,0.5,0.018
9,-181,-37,-0.5,0.09,0.68,-1.3,-13,9,0.004,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,-0.001,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.019
8,36,-42,0.09,-0.11,0.42,-1.9,-14,23,0.028,0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
5,306,-38,0.46,-0.04,0.2,-1.5,-13,19,0.025,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.017
3,381,-32,0.66,-0.03,0.18,-1,-13,4,0.018,0.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.018
2,344,-19,0.64,0.15,0.26,0.6,-11,-9,-0.019,-0.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
5,-7,-9,-0.13,0.15,0.59,1.6,-10,-12,-0.025,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
7,-96,-10,-0.31,0.14,0.67,1.4,-11,-12,-0.024,0,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.6,0.021
6,-362,-21,-0.23,0.13,0.9,0.2,-12,-9,0.015,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021
2,-308,-59,0.21,-0.16,0.78,0.4,-12,9,0.003,0.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
5,208,-59,-0.28,-0.03,0.32,0.7,-11,7,-0.019,0.1,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
