# Official results - the 37th PZU Warsaw Marathon (2015)
# Source: https://pzumaratonwarszawski.com/en/aktualnosci/official-results/
# `mins` gives the gun time in minutes
sex,country,category,mins
M,PL,M30,264.08
M,PL,M40,259.55
M,PL,M40,263.85
F,GB,F40,263.7
M,PL,M30,262.18
M,PL,M40,263.68
M,PL,M30,265.37
M,PL,M40,261.68
F,PL,F30,260.25
M,PL,M30,263.12
M,PL,M40,260.2
M,PL,M30,263.5
M,PL,M50,263.8
M,PL,M30,261.83
M,SE,M60,264.43
F,PL,F30,264.0
M,PL,M40,267.87
M,PL,M30,258.6
M,PL,M40,260.1
M,PL,M30,261.62
F,PL,F40,263.92
M,PL,M30,263.05
M,PL,M30,259.6
M,PL,M20,259.48
M,PL,M40,261.75
M,PL,M60,261.55
M,PL,M30,263.48
M,PL,M20,262.72
M,PL,M50,262.72
M,PL,M40,264.38
F,PL,F20,263.9
M,PL,M40,262.6
M,PL,M40,265.28
M,PL,M40,264.35
M,PL,M20,263.85
M,PL,M50,261.38
M,PL,M20,261.2
M,PL,M40,262.28
M,PL,M50,260.1
F,PL,F30,264.0
M,PL,M50,261.6
M,PL,M30,263.63
M,PL,M40,263.57
M,PL,M40,261.0
M,PL,M40,263.33
M,PL,M20,267.22
M,PL,M40,263.4
M,PL,M40,264.92
M,PL,M20,261.28
M,PL,M30,263.32
M,PL,M20,264.48
M,PL,M40,263.77
F,PL,F30,263.35
M,DE,M60,261.05
M,PL,M30,262.9
M,PL,M20,262.48
M,PL,M30,261.72
M,PL,M30,264.67
F,PL,F20,263.2
M,PL,M30,262.42
M,PL,M40,265.75
M,GB,M40,265.72
M,RU,M60,264.6
M,PL,M30,264.65
M,US,M30,264.83
M,PL,M40,263.28
M,PL,M50,262.03
M,PL,M30,264.47
F,PL,F40,264.88
M,PL,M40,264.88
F,PL,F40,261.98
M,PL,M30,263.3
M,PL,M30,264.9
M,PL,M30,262.28
M,PL,M30,264.28
M,PL,M30,264.67
M,PL,M30,265.18
F,CA,F30,264.98
M,PL,M40,266.98
M,PL,M50,265.53
F,PL,F20,264.77
M,PL,M20,264.23
M,LV,M40,261.18
M,PL,M50,265.02
M,PL,M40,262.25
M,PL,M40,264.35
M,PL,M30,261.08
F,US,F40,266.62
M,PL,M40,260.8
F,PL,F30,264.33
F,SK,F50,263.2
M,PL,M20,263.87
M,PL,M30,264.87
M,PL,M20,263.85
M,PL,M50,262.98
M,PL,M30,265.8
M,PL,M30,266.85
M,PL,M30,264.55
M,PL,M30,265.97
M,PL,M30,265.97
M,FI,M50,264.1
M,PL,M30,262.67
F,PL,F30,264.87
M,PL,M40,265.32
M,PL,M50,264.03
M,IL,M40,262.65
M,IL,M40,262.65
M,PL,M20,263.6
M,PL,M30,264.6
M,PL,M20,273.25
M,PL,M50,264.03
M,PL,M50,265.4
M,PL,M40,264.15
F,PL,F40,260.12
M,PL,M40,263.98
F,PL,F40,262.87
M,PL,M30,263.77
M,PL,M50,265.6
M,PL,M20,263.97
F,PL,F30,264.6
M,PL,M20,265.43
F,PL,F40,264.88
F,PL,F40,264.88
F,PL,F20,265.97
M,PL,M40,265.15
F,PL,F30,261.4
F,PL,F30,263.93
M,PL,M30,264.97
M,PL,M30,266.42
F,DZ,F40,264.08
M,PL,M40,266.0
M,PL,M40,262.95
F,GB,F20,264.97
M,GR,M40,265.42
F,PL,F30,265.65
M,PL,M30,264.92
F,PL,F20,265.42
M,PL,M40,267.37
M,PL,M30,264.4
M,PL,M50,265.33
F,PL,F40,266.12
F,PL,F30,266.57
M,PL,M30,262.35
M,PL,M30,264.78
F,PL,F30,267.57
F,PL,F20,269.4
M,SE,M70,262.15
M,PL,M40,264.6
F,PL,F40,266.32
M,PL,M40,265.17
M,PL,M20,266.55
M,PL,M30,266.58
M,PL,M50,266.57
F,PL,F30,266.3
M,PL,M60,264.95
M,PL,M20,268.28
F,PL,F40,267.05
M,PL,M40,268.72
M,PL,M40,268.83
M,PL,M30,263.33
M,PL,M30,267.52
F,PL,F40,260.47
M,PL,M30,266.68
M,PL,M40,264.48
F,PL,F40,268.12
M,PL,M30,261.3
M,PL,M30,265.27
F,PL,F20,267.63
M,PL,M40,263.25
M,PL,M30,265.27
F,PL,F20,265.33
M,PL,M30,263.07
M,PL,M40,265.22
M,PL,M40,263.07
M,PL,M20,262.2
M,PL,M50,264.9
M,PL,M40,266.53
M,PL,M40,267.77
M,PL,M30,265.73
M,PL,M50,262.57
F,PL,F50,262.58
M,PL,M30,265.83
F,PL,F40,266.35
M,PL,M40,266.25
M,PL,M20,265.2
M,PL,M60,265.05
M,PL,M60,265.05
F,PL,F30,267.53
M,PL,M30,267.62
M,GB,M60,264.78
M,PL,M20,267.82
M,PL,M40,268.52
M,PL,M30,265.2
M,PL,M40,268.02
M,PL,M40,265.23
M,IT,M50,267.6
M,KR,M30,266.17
M,PL,M20,268.83
M,PL,M30,265.17
M,PL,M30,264.13
F,PL,F20,269.07
M,PL,M40,262.23
M,PL,M40,264.97
M,PL,M40,264.8
M,PL,M30,265.03
M,PL,M40,265.22
F,PL,F30,265.22
M,PL,M30,267.6
M,PL,M30,265.95
F,PL,F30,267.8
M,PL,M50,266.55
M,PL,M40,269.48
M,PL,M30,267.9
M,PL,M20,268.28
M,PL,M60,268.27
F,PL,F30,263.33
M,PL,M30,264.98
M,PL,M30,268.92
M,PL,M20,268.6
M,PL,M40,266.78
M,PL,M40,267.1
M,PL,M40,267.62
M,PL,M40,265.2
M,PL,M40,268.38
M,DE,M50,265.45
F,PL,F30,267.23
M,PL,M50,268.3
M,PL,M30,269.62
F,PL,F30,267.75
M,PL,M60,265.62
M,PL,M40,268.02
M,PL,M30,267.27
M,PL,M40,264.5
F,PL,F40,267.87
M,EE,M50,263.25
M,PL,M40,267.25
M,PL,M30,265.0
M,PL,M30,268.15
F,BY,F20,267.23
M,BY,M20,267.25
M,PL,M40,268.45
M,PL,M30,266.35
F,PL,F30,269.17
M,PL,M30,269.15
M,PL,M30,265.45
F,PL,F30,268.53
F,PL,F20,269.98
M,PL,M60,268.97
M,PL,M30,266.15
M,PL,M40,265.23
M,PL,M50,266.0
M,PL,M40,266.2
M,PL,M30,267.97
M,PL,M30,269.22
M,PL,M20,264.95
M,PL,M30,275.23
M,PL,M20,268.43
M,PL,M30,267.12
M,PL,M30,269.23
M,PL,M30,269.1
M,PL,M30,270.17
M,PL,M30,267.2
M,US,M50,268.0
M,PL,M40,266.02
M,PL,M30,268.77
M,PL,M60,269.25
M,PL,M20,270.73
M,PL,M30,265.62
F,PL,F50,267.42
F,PL,F40,266.62
M,PL,M40,271.1
M,PL,M20,270.67
M,PL,M40,266.08
M,PL,M30,265.28
M,PL,M40,268.0
M,PL,M40,266.55
M,PL,M40,265.78
M,PL,M20,268.13
M,PL,M30,268.82
M,PL,M30,271.03
F,PL,F40,270.57
M,PL,M20,272.55
M,PL,M30,268.07
F,FR,F50,265.92
M,PL,M40,268.4
M,PL,M30,269.3
M,PL,M40,268.73
M,PL,M20,266.88
M,PL,M40,269.3
M,PL,M30,266.98
M,PL,M30,267.63
F,PL,F30,270.27
M,PL,M30,265.88
M,PL,M40,269.82
M,PL,M30,265.42
M,PL,M20,269.52
F,PL,F30,270.0
M,PL,M30,268.72
M,PL,M40,265.7
M,PL,M30,269.52
M,PL,M40,270.0
M,PL,M40,269.73
M,PL,M20,268.7
M,PL,M30,269.43
M,PL,M30,269.85
M,PL,M40,268.1
M,PL,M20,266.97
M,PL,M30,268.9
M,PL,M30,267.97
M,PL,M20,265.5
M,PL,M30,264.85
M,PL,M40,266.2
M,PL,M30,266.43
M,PL,M40,264.6
M,PL,M50,263.95
F,PL,F20,268.13
M,PL,M40,268.08
M,PL,M20,266.6
M,PL,M30,269.05
M,PL,M30,267.72
M,PL,M40,270.65
M,PL,M30,264.92
F,PL,F40,269.93
M,PL,M50,271.18
M,PL,M40,266.13
M,PL,M30,270.05
M,PL,M40,270.08
M,PL,M30,267.08
M,PL,M20,270.05
F,PL,F30,269.87
F,PL,F60,270.45
M,PL,M40,269.98
M,PL,M30,270.0
F,PL,F30,269.88
M,PL,M50,266.38
F,PL,F20,269.38
F,PL,F50,269.42
M,PL,M40,269.32
M,PL,M20,267.4
M,PL,M30,270.97
M,PL,M40,270.12
M,PL,M20,267.08
M,PL,M40,269.08
M,PL,M30,268.72
F,PL,F30,270.78
M,PL,M30,266.22
M,PL,M40,270.58
M,PL,M40,267.47
M,PL,M20,268.88
M,PL,M40,263.93
M,PL,M30,268.03
M,PL,M20,269.13
M,PL,M20,268.67
M,PL,M30,268.62
M,PL,M20,267.78
M,PL,M30,269.22
F,PL,F20,273.08
M,PL,M40,265.53
M,PL,M30,265.83
F,PL,F20,272.23
M,PL,M30,272.93
M,PL,M30,270.48
M,PL,M20,270.82
M,PL,M40,273.02
M,GR,M40,266.82
F,PL,F40,268.9
M,FR,M50,270.45
M,PL,M30,271.33
M,PL,M30,266.95
M,PL,M70,268.72
M,PL,M30,267.92
F,PL,F20,267.92
M,PL,M30,269.97
M,PL,M30,265.65
M,PL,M40,271.15
M,PL,M40,272.37
F,GB,F50,271.17
M,PL,M30,269.43
M,PL,M30,265.9
M,PL,M30,269.43
M,PL,M30,270.55
M,PL,M40,271.43
M,PL,M40,270.48
M,PL,M30,273.1
M,PL,M40,272.8
M,PL,M30,268.5
M,PL,M50,267.98
M,PL,M20,268.78
M,PL,M40,271.82
M,PL,M30,269.3
M,PL,M30,270.47
M,PL,M30,267.68
F,PL,F30,271.4
M,PL,M30,271.25
M,PL,M30,273.37
F,PL,F50,271.32
M,PL,M30,271.32
M,PL,M40,268.63
M,PL,M50,271.67
M,PL,M50,273.9
M,PL,M30,271.15
M,PL,M40,271.82
M,PL,M40,272.05
M,PL,M40,269.28
M,PL,M40,268.08
F,PL,F20,271.5
M,PL,M20,270.67
F,PL,F30,271.48
M,PL,M40,268.2
M,PL,M30,271.35
M,PL,M30,270.13
M,PL,M40,271.03
F,PL,F20,272.33
M,PL,M40,268.67
M,PL,M20,271.55
M,PL,M30,273.22
M,PL,M20,270.98
M,PL,M30,270.05
M,PL,M30,271.85
M,UA,M50,271.53
M,PL,M20,273.18
M,PL,M50,267.95
M,PL,M30,272.9
M,PL,M20,268.63
M,PL,M40,271.53
M,PL,M30,269.63
F,PL,F40,272.6
F,PL,F40,273.3
M,PL,M30,272.0
M,PL,M20,269.18
M,PL,M30,270.68
M,PL,M50,273.3
M,GB,M30,268.8
M,PL,M50,269.73
M,PL,M30,270.18
F,PL,F30,272.28
M,PL,M30,268.47
M,PL,M30,273.6
M,PL,M30,271.42
M,PL,M50,272.33
F,PL,F30,272.4
F,PL,F40,269.48
F,PL,F30,273.62
M,PL,M30,273.78
M,PL,M40,269.5
M,PL,M20,268.35
M,PL,M30,271.7
M,PL,M30,272.38
M,PL,M30,272.27
M,PL,M30,271.7
M,PL,M20,273.55
M,PL,M50,273.38
M,PL,M40,271.7
M,GB,M30,272.83
M,PL,M20,271.95
M,PL,M40,270.0
M,PL,M40,271.55
F,PL,F30,273.87
M,PL,M30,271.37
M,PL,M40,268.92
M,PL,M40,268.38
M,PL,M30,271.83
M,PL,M30,272.62
M,PL,M20,270.37
M,PL,M40,273.88
F,PL,F30,272.65
M,PL,M30,269.52
M,PL,M40,272.4
M,PL,M40,273.22
F,PL,F30,270.5
F,PL,F40,273.87
M,PL,M30,272.03
M,PL,M40,269.93
M,PL,M40,273.4
M,PL,M30,274.58
M,IT,M50,273.13
M,PL,M40,273.92
M,PL,M40,271.95
F,PL,F30,273.13
M,PL,M50,272.53
M,PL,M40,273.4
M,PL,M30,273.27
M,PL,M30,272.0
F,PL,F60,273.0
M,PL,M30,272.07
M,PL,M50,270.58
F,PL,F30,273.27
M,PL,M30,271.03
F,PL,F40,273.62
M,PL,M40,272.47
M,PL,M30,274.88
M,PL,M40,273.25
M,PL,M30,268.17
M,PL,M20,269.22
M,PL,M50,273.25
M,PL,M20,270.45
M,PL,M50,273.27
M,PL,M50,270.5
M,PL,M30,272.38
M,PL,M20,270.52
F,PL,F20,274.98
M,PL,M20,271.25
M,PL,M40,270.95
M,PL,M40,273.17
M,PL,M50,271.25
M,PL,M40,270.95
M,PL,M40,271.27
M,FR,M50,273.03
M,PL,M40,273.85
M,PL,M30,273.82
M,PL,M30,275.92
M,PL,M30,273.83
M,PL,M40,273.05
M,PL,M30,271.78
F,PL,F30,275.18
F,PL,F40,273.7
M,PL,M40,271.93
M,PL,M30,273.85
F,PL,F20,274.08
F,PL,F30,275.37
M,PL,M30,273.75
F,PL,F20,272.93
M,PL,M40,273.75
M,PL,M30,273.75
M,PL,M40,273.17
F,PL,F30,273.32
F,PL,F40,274.9
M,PL,M40,272.32
M,PL,M40,269.67
M,PL,M40,272.1
M,PL,M20,270.17
M,PL,M50,273.82
M,PL,M40,273.75
M,PL,M40,275.0
F,PL,F20,274.43
M,PL,M30,270.63
M,PL,M30,275.25
M,PL,M20,275.65
F,PL,F40,275.13
F,PL,F40,275.13
M,PL,M40,275.12
M,PL,M50,272.4
M,PL,M40,272.47
M,PL,M50,271.83
M,PL,M20,272.53
M,PL,M40,272.75
M,PL,M20,272.47
F,PL,F20,272.57
M,PL,M30,270.22
M,PL,M20,271.52
M,PL,M40,272.85
M,PL,M40,277.17
M,PL,M60,274.53
M,PL,M40,274.1
M,PL,M30,274.05
M,PL,M30,274.13
F,PL,F40,275.47
F,PL,F30,273.42
M,PL,M40,275.35
M,PL,M40,271.82
M,PL,M60,275.47
M,PL,M30,276.17
F,PL,F30,275.97
M,PL,M40,275.6
F,PL,F40,272.05
F,PL,F40,273.45
M,PL,M20,273.45
M,PL,M40,273.02
M,PL,M20,276.27
M,PL,M40,272.5
M,UA,M30,268.43
F,PL,F20,275.83
M,PL,M30,273.72
M,PL,M40,275.75
M,PL,M40,274.68
M,PL,M30,274.92
F,PL,F40,274.95
M,PL,M40,275.7
M,PL,M60,272.55
M,JP,M50,275.72
F,PL,F30,272.63
M,PL,M30,273.38
F,PL,F40,275.47
M,PL,M20,269.9
F,PL,F40,276.23
F,PL,F40,276.23
M,PL,M40,275.3
M,PL,M30,276.6
M,PL,M30,274.65
M,PL,M30,273.95
M,PL,M30,276.08
M,PL,M50,269.78
F,PL,F40,273.08
F,PL,F30,275.97
M,PL,M50,274.8
M,PL,M20,273.23
F,PL,F40,275.08
M,PL,M40,275.08
M,PL,M20,276.18
F,GB,F40,274.78
F,US,F30,275.05
F,PL,F30,276.27
M,PL,M30,276.13
M,US,M20,275.05
F,PL,F40,276.15
M,PL,M60,275.18
M,PL,M30,272.25
M,PL,M30,273.48
M,PL,M30,271.67
M,PL,M20,276.17
M,PL,M60,276.4
M,PL,M60,275.57
M,PL,M60,271.45
M,PL,M50,273.95
F,PL,F20,276.38
M,PL,M40,275.57
M,PL,M40,276.62
M,PL,M30,270.52
M,PL,M30,276.68
M,PL,M40,273.9
F,PL,F30,276.52
M,PL,M20,275.82
M,PL,M20,278.05
M,NL,M60,273.85
M,PL,M30,276.62
M,PL,M40,274.85
M,PL,M30,272.97
F,PL,F20,275.55
F,SE,F40,273.12
M,PL,M20,273.22
F,FR,F50,272.23
M,PL,M60,273.53
F,PL,F30,275.38
M,PL,M40,277.63
M,PL,M40,272.57
M,PL,M50,271.22
F,PL,F30,276.3
M,PL,M50,276.05
M,PL,M50,277.13
M,GB,M40,272.68
M,PL,M30,271.87
M,PL,M30,277.27
M,PL,M30,277.42
M,PL,M30,277.27
M,PL,M40,275.45
M,PL,M20,276.33
M,PL,M50,277.32
M,PL,M30,274.33
M,ES,M60,269.75
M,PL,M40,275.73
M,PL,M40,276.63
M,PL,M40,277.47
M,PL,M30,276.15
M,PL,M30,274.82
F,PL,F30,272.62
F,PL,F20,275.52
M,PL,M30,272.85
M,PL,M20,275.62
M,PL,M30,277.32
M,PL,M30,275.78
M,PL,M40,273.62
M,PL,M50,274.57
M,PL,M40,278.87
M,PL,M20,275.35
M,RU,M60,275.17
M,PL,M40,277.33
M,PL,M30,275.8
F,PL,F30,275.75
M,DE,M40,274.75
F,PL,F30,275.73
F,PL,F30,277.67
M,PL,M50,277.8
M,PL,M50,276.83
M,PL,M30,277.53
M,PL,M50,276.75
M,PL,M20,273.17
M,PL,M30,273.57
M,PL,M30,273.57
M,PL,M40,276.67
M,PL,M30,278.72
M,PL,M40,273.15
M,PL,M50,276.27
M,PL,M50,274.58
M,PL,M20,275.87
F,JP,F60,273.9
M,PL,M20,276.68
M,PL,M40,276.32
M,PL,M40,270.72
M,IE,M50,273.55
M,PL,M40,276.02
M,DE,M30,275.12
M,PL,M20,276.58
M,PL,M40,276.55
M,UA,M30,275.45
F,PL,F20,276.48
M,PL,M20,274.97
M,PL,M20,275.08
M,PL,M40,276.35
M,PL,M30,273.83
F,PL,F30,278.03
M,PL,M30,277.45
M,PL,M40,276.03
M,PL,M40,274.53
M,PL,M30,276.15
M,PL,M30,276.37
M,PL,M40,277.05
F,PL,F40,278.12
M,PL,M70,278.53
M,PL,M30,278.37
M,PL,M20,276.8
M,PL,M30,273.62
F,DE,F30,276.55
M,PL,M40,276.83
F,DE,F30,276.55
M,PL,M40,277.32
M,DE,M40,276.57
M,PL,M30,276.13
M,DE,M30,276.55
F,PL,F40,277.32
M,PL,M40,278.52
M,PL,M40,278.55
M,PL,M20,272.18
M,DK,M50,276.38
M,PL,M40,276.53
M,PL,M30,273.27
M,PL,M20,276.53
F,PL,F20,274.65
M,PL,M30,279.22
M,PL,M30,275.47
M,DK,M40,275.35
M,PL,M30,278.78
F,PL,F40,277.75
M,PL,M30,278.8
F,PL,F40,277.77
M,PL,M50,277.23
M,PL,M60,274.38
M,PL,M20,278.78
M,PL,M20,273.42
F,PL,F20,277.5
M,PL,M20,279.33
F,PL,F20,278.78
M,PL,M20,279.37
F,PL,F30,277.2
M,PL,M30,275.45
M,PL,M30,273.77
M,PL,M40,276.97
F,PL,F20,278.27
M,PL,M30,276.2
M,PL,M30,279.3
F,PL,F40,278.18
M,PL,M40,277.15
M,PL,M40,279.63
M,PL,M40,279.08
M,PL,M30,275.87
M,GB,M50,276.77
M,PL,M30,279.42
M,PL,M30,279.3
M,PL,M20,275.18
F,PL,F30,277.77
M,PL,M40,276.22
M,GB,M40,278.72
F,PL,F30,278.35
M,CH,M20,278.33
F,PL,F30,278.23
M,PL,M30,279.28
F,PL,F30,279.28
F,PL,F60,277.95
M,PL,M20,277.83
M,PL,M20,277.83
M,PL,M40,275.35
M,PL,M30,279.33
M,PL,M40,276.7
M,PL,M40,276.33
M,PL,M20,277.33
M,PL,M30,275.13
M,PL,M40,275.78
M,PL,M40,277.5
M,PL,M50,275.87
M,PL,M50,281.32
M,PL,M20,273.17
F,PL,F40,278.2
F,PL,F40,278.2
M,PL,M40,276.33
M,PL,M30,279.77
F,UA,F30,279.97
F,PL,F30,280.3
M,PL,M50,276.9
M,PL,M40,277.67
M,PL,M40,281.05
M,PL,M30,275.07
M,PL,M50,280.02
F,PL,F40,279.28
F,PL,F30,278.3
M,PL,M20,277.63
M,SE,M70,276.37
M,PL,M30,276.7
M,PL,M40,280.63
M,PL,M30,280.43
M,PL,M40,278.27
M,PL,M20,279.37
F,PL,F30,280.2
M,PL,M20,279.15
M,PL,M30,276.55
M,PL,M60,276.4
F,PL,F40,280.95
M,PL,M40,280.95
M,PL,M50,279.67
M,PL,M30,277.67
M,PL,M30,279.0
M,PL,M60,278.48
M,GB,M60,281.25
M,PL,M30,277.25
M,PL,M50,279.02
M,PL,M30,274.38
M,PL,M40,277.72
M,PL,M50,280.9
M,PL,M40,279.25
M,PL,M30,280.97
F,PL,F40,281.37
M,PL,M40,280.83
M,PL,M50,277.85
M,PL,M40,278.07
M,PL,M40,279.52
M,PL,M30,280.65
M,IT,M40,274.87
M,PL,M40,279.37
M,PL,M40,279.7
M,PL,M40,279.7
M,PL,M20,277.9
M,PL,M40,279.3
F,PL,F40,279.28
F,PL,F20,280.85
M,PL,M40,273.52
F,PL,F40,280.85
F,PL,F20,280.97
F,PL,F40,281.15
M,PL,M30,275.55
M,PL,M30,279.27
M,PL,M30,278.97
M,PL,M40,281.95
M,PL,M40,281.53
F,GB,F30,279.33
M,PL,M30,281.35
F,PL,F30,280.15
M,PL,M40,281.13
M,PL,M40,281.32
M,PL,M20,279.1
M,PL,M50,279.4
F,PL,F40,279.4
M,PL,M30,281.42
M,PL,M30,279.92
F,PL,F30,279.7
M,UA,M40,278.08
F,PL,F40,277.62
M,PL,M30,279.73
M,PL,M40,280.2
M,PL,M40,275.97
M,PL,M30,280.57
M,PL,M40,281.5
M,PL,M30,276.43
M,PL,M40,283.53
M,PL,M30,281.42
F,PL,F30,278.4
M,PL,M40,277.8
M,PL,M40,281.97
F,PL,F20,279.63
F,PL,F30,278.38
F,PL,F40,281.73
M,PL,M30,281.38
F,PL,F60,283.17
F,PL,F40,280.88
M,PL,M20,281.5
M,PL,M30,283.08
M,PL,M40,280.18
M,PL,M40,280.88
M,PL,M50,282.08
F,PL,F20,282.65
M,PL,M40,276.62
M,PL,M40,282.37
M,PL,M20,282.95
M,PL,M40,281.98
M,UA,M50,279.53
M,PL,M40,281.45
M,PL,M40,280.72
M,PL,M30,283.3
F,PL,F20,278.38
F,PL,F30,279.98
M,PL,M50,280.17
M,PL,M40,280.78
M,PL,M40,278.42
F,PL,F20,279.62
M,PL,M20,282.97
M,PL,M40,279.5
M,PL,M40,280.13
M,PL,M20,281.98
M,PL,M40,280.23
M,AE,M30,280.93
M,PL,M40,279.53
F,PL,F30,282.67
M,PL,M20,278.15
F,PL,F30,282.67
M,PL,M40,282.73
M,PL,M30,277.75
F,PL,F40,282.78
M,PL,M40,282.8
M,PL,M20,278.67
M,PL,M20,278.95
M,PL,M40,282.48
M,PL,M20,280.85
F,PL,F30,277.87
M,PL,M40,282.5
M,PL,M30,278.45
M,CZ,M20,282.62
M,PL,M20,279.78
M,PL,M30,280.48
F,PL,F30,279.55
F,PL,F40,282.88
F,PL,F20,282.73
M,PL,M30,281.03
F,PL,F40,282.93
M,PL,M30,283.08
M,PL,M40,283.08
F,PL,F30,281.03
M,PL,M40,282.72
F,IT,F60,279.22
M,PL,M50,278.68
F,PL,F30,281.35
M,PL,M40,284.03
M,PL,M40,282.9
M,PL,M40,281.18
M,PL,M30,281.17
F,US,F20,284.1
M,BE,M20,280.78
M,GR,M40,283.02
M,PL,M30,281.73
F,BE,F20,280.78
M,PL,M30,282.87
M,PL,M30,279.95
M,PL,M40,279.23
M,PL,M40,283.37
M,DE,M40,282.25
M,PL,M30,275.58
M,NL,M40,282.25
M,PL,M30,282.12
M,PL,M40,280.62
M,PL,M50,283.87
M,PL,M30,281.85
F,PL,F20,282.33
M,PL,M30,281.88
M,PL,M30,279.48
M,PL,M30,280.98
M,PL,M40,282.52
M,PL,M40,282.45
M,PL,M30,282.22
M,PL,M40,281.37
M,PL,M50,282.43
F,PL,F30,281.32
M,PL,M50,284.03
M,PL,M40,283.88
M,PL,M30,282.02
M,PL,M40,282.28
M,PL,M40,283.25
M,PL,M50,283.25
F,PL,F40,283.95
M,PL,M30,282.05
M,PL,M20,281.7
M,PL,M30,282.32
F,PL,F30,283.02
F,PL,F30,283.02
M,PL,M20,285.05
M,GB,M40,280.28
M,PL,M50,283.08
M,PL,M30,278.17
M,PL,M30,283.63
M,PL,M40,283.4
F,PL,F40,283.4
M,PL,M30,283.9
M,PL,M20,280.73
F,PL,F30,282.82
M,PL,M40,281.02
F,PL,F40,285.5
M,PL,M30,285.6
M,PL,M40,281.42
F,PL,F40,282.95
F,PL,F30,284.93
M,PL,M30,283.2
M,PL,M30,282.2
F,PL,F30,282.18
M,PL,M30,284.73
F,PL,F30,281.13
F,PL,F40,283.12
M,PL,M40,281.43
M,PL,M50,280.35
M,PL,M30,280.13
M,PL,M30,280.13
F,PL,F20,283.65
M,PL,M30,281.38
M,PL,M40,283.78
M,AU,M30,285.35
M,PL,M40,281.85
M,PL,M20,286.03
F,PL,F20,285.55
M,PL,M60,284.58
M,PL,M60,285.08
M,PL,M30,285.02
F,PL,F30,283.58
M,PL,M20,281.25
M,PL,M40,281.82
M,PL,M30,283.45
M,PL,M50,284.47
F,PL,F50,282.25
M,PL,M30,280.58
M,PL,M20,283.33
M,PL,M40,285.98
F,FR,F50,285.4
M,IT,M60,286.38
M,PL,M30,283.63
F,PL,F30,279.17
F,PL,F30,286.1
M,PL,M50,285.47
M,FR,M50,285.4
M,PL,M30,284.08
M,DK,M30,284.6
F,PL,F40,285.83
F,PL,F40,284.48
F,PL,F40,284.48
M,PL,M40,286.48
F,PL,F40,284.23
M,PL,M40,284.48
M,PL,M30,285.13
M,NO,M50,284.23
F,PL,F30,284.3
F,RU,F50,283.45
F,PL,F40,286.45
M,PL,M30,286.7
F,PL,F30,280.77
M,PL,M40,285.97
M,PL,M30,283.77
M,PL,M30,283.67
F,PL,F40,286.13
M,PL,M30,284.75
M,PL,M40,286.27
M,PL,M30,286.42
M,PL,M30,286.38
M,PL,M50,286.4
M,PL,M50,285.15
F,PL,F20,286.58
M,PL,M40,284.6
M,PL,M40,281.75
F,PL,F30,285.0
M,PL,M40,287.0
M,PL,M30,285.0
M,PL,M30,283.7
M,PL,M30,282.45
M,PL,M50,285.53
M,PL,M30,285.05
M,PL,M30,285.17
M,PL,M20,284.95
F,IT,F30,286.47
M,PL,M50,284.1
M,PL,M40,286.77
F,PL,F30,287.32
F,PL,F30,286.78
M,PL,M20,282.55
M,PL,M30,287.23
M,PL,M20,282.78
M,PL,M40,282.85
M,PL,M50,282.75
M,PL,M50,287.07
M,PL,M40,286.1
F,PL,F30,284.27
M,PL,M20,280.23
M,PL,M20,286.02
M,PL,M40,287.07
F,PL,F40,286.75
M,PL,M50,284.48
M,PL,M30,285.5
M,PL,M30,285.92
M,PL,M30,286.62
M,PL,M20,281.97
F,PL,F30,287.57
M,PL,M20,286.38
F,PL,F40,286.27
M,PL,M40,286.27
F,PL,F30,283.95
M,PL,M50,286.3
F,PL,F40,287.95
F,PL,F20,288.35
M,PL,M30,288.78
F,PL,F30,282.45
M,PL,M40,286.1
M,PL,M30,284.37
M,PL,M40,288.12
M,PL,M30,288.48
M,PL,M40,284.47
M,PL,M40,288.12
M,PL,M40,286.55
M,PL,M30,284.4
M,PL,M20,286.47
M,PL,M40,284.3
M,PL,M40,285.2
F,PL,F40,285.23
M,PL,M30,283.05
M,PL,M50,288.17
M,PL,M30,281.78
M,PL,M40,286.18
M,PL,M40,286.8
M,PL,M30,288.47
F,PL,F50,288.55
M,PL,M50,286.83
F,PL,F30,287.88
F,PL,F30,286.1
M,PL,M30,286.18
F,PL,F20,287.4
F,PL,F30,287.25
M,PL,M40,288.67
F,PL,F40,288.17
M,PL,M30,287.42
M,PL,M40,283.72
M,PL,M40,284.32
F,PL,F40,288.82
M,PL,M20,286.78
F,PL,F40,288.25
F,PL,F20,286.48
M,PL,M40,286.53
M,PL,M40,288.57
M,PL,M50,283.12
M,PL,M40,287.43
M,PL,M30,288.93
M,PL,M30,288.28
M,PL,M30,286.7
M,PL,M20,288.67
M,PL,M50,289.18
F,PL,F40,288.35
M,PL,M40,288.35
M,PL,M40,287.82
M,PL,M60,284.63
F,PL,F30,288.78
M,PL,M40,286.48
M,PL,M30,288.8
M,PL,M50,287.6
M,PL,M30,288.75
M,PL,M40,287.78
M,PL,M30,287.53
F,PL,F40,288.98
M,PL,M30,285.85
M,PL,M30,285.2
M,PL,M20,286.02
M,PL,M30,289.77
F,PL,F40,287.33
M,PL,M20,284.0
F,PL,F40,288.35
M,PL,M40,289.43
M,PL,M30,289.45
F,PL,F30,288.33
F,PL,F40,285.8
F,PL,F30,287.15
M,PL,M20,290.08
M,PL,M30,288.5
